"CODIGO";"DESCRIPCION";"LATITUD";"LONGITUD";"DIRECION";"CP";"POBLACION";"PROVINCIA";"PAIS";"CERCANIAS";"FEVE";"COMUN"
"05743";"MONTES CLAROS";"42.9343230";"-4.0500730";"Ctra. Ca-741 - Estación Ferrocarril, S/N";"39417";"VALDEPRADO DEL RÍO";"CANTABRIA";"ESPAÑA";"NO";"SI";""
"05744";"LOS CARABEOS";"42.9103290";"-4.0752110";"C/ Arroyal de los Carabeos, S/N";"39419";"VALDEPRADO DEL RÍO";"CANTABRIA";"ESPAÑA";"NO";"SI";""
"05747";"CILLAMAYOR";"42.8577520";"-4.2791780";"C/ Rio Cill --- Estación Ferrocarril, S/N";"34829";"BARRUELO DE SANTULLÁN";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05748";"SALINAS DE PISUERGA";"42.8512710";"-4.3862090";"Ctra. P-212 - Estación Ferrocaril, S/N";"34830";"SALINAS DE PISUERGA";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05749";"VADO-CERVERA";"42.8393600";"-4.4947700";"Calle de la Estación, Dehesa de Montejo (Palencia";"34484";"DEHESA DE MONTEJO";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05750";"CASTREJÓN DE LA PEÑA";"42.8119900";"-4.6016200";"C/ Estación Ferrocarril,s/n";"34850";"CASTREJÓN DE LA PEÑA";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05751";"VILLAVERDE TARILONTE";"42.8183530";"-4.6854190";"C/ Don Jesus Mayordomo - Estación Ferrocarril, S/N";"34869";"SANTIBÁÑEZ DE LA PEÑA";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05752";"SANTIBÁÑEZ DE LA PEÑA";"42.8020400";"-4.7414500";"C/ la Estación  S/N santibañez de la Peña";"34879";"SANTIBÁÑEZ DE LA PEÑA";"PALENCIA";"ESPAÑA";"NO";"SI";""
"05753";"GUARDO APEADERO";"42.7877378";"-4.8451330";"C/ El Soto, S/N";"34880";"GUARDO";"PALENCIA";"ESPAÑA";"SI";"SI";""
"05754";"GUARDO";"42.7909950";"-4.8519325";"C/ de la Estación, 2";"34880";"GUARDO";"PALENCIA";"ESPAÑA";"SI";"SI";""
"05755";"LA LLAMA DE LA GUZPEÑA";"42.7702481";"-5.0412478";"Ctra. Cl - 626 --- Estación Ferrocarril, S/N";"24893";"PRADO DE LA GUZPEÑA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05756";"LA ESPINA";"42.7868560";"-4.9052025";"Ctra. Cl - 626 --- Estación Ferrocarril, S/N";"24889";"VALDERRUEDA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05757";"VALCUENDE";"42.7655780";"-4.9292558";"C/ Arriba, S/N";"24889";"VALDERRUEDA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05758";"PUENTE ALMUHEY";"42.7876320";"-4.9718992";"Ctra. General  S/N- Puente Almuhey";"24880";"VALDERRUEDA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05759";"PRADO DE LA GUZPEÑA";"42.7832347";"-5.0270973";"C/ la Torre, S/N";"24893";"PRADO DE LA GUZPEÑA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05760";"VALLE DE LAS CASAS";"42.7677720";"-5.0713669";"Ctra. Cl-626 - Estación Ferrocarril, S/N";"24892";"CEBANICO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05761";"CISTIERNA";"42.8031600";"-5.1307925";"C/ El Hullero,  S/N";"24800";"CISTIERNA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05762";"YUGUEROS";"42.8097904";"-5.1800630";"C/ Real, S/N";"24879";"ERCINA (LA)";"LEÓN";"ESPAÑA";"SI";"SI";""
"05763";"LA ERCINA";"42.8088480";"-5.2138924";"C/ Estación Ferrocarril, 10";"24870";"ERCINA (LA)";"LEÓN";"ESPAÑA";"SI";"SI";""
"05764";"BARRILLOS";"42.8123682";"-5.2831145";"Ctra. Le - 4606 --- Estación Ferrocarril, S/N";"24877";"ERCINA (LA)";"LEÓN";"ESPAÑA";"SI";"SI";""
"05765";"LA LOSILLA";"42.8385443";"-5.3181608";"C/ Real Cimera, S/N";"24860";"VEGAQUEMADA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05766";"BOÑAR";"42.8627875";"-5.3285261";"C/ Herminio Rodriguez Diez, 44";"24850";"BOÑAR";"LEÓN";"ESPAÑA";"SI";"SI";""
"05767";"LA VECILLA";"42.8551158";"-5.4121157";"Barrio la Estación , S/N";"24840";"VECILLA (LA)";"LEÓN";"ESPAÑA";"SI";"SI";""
"05768";"AVIADOS";"42.8547767";"-5.4428396";"C/ Barrio Fondo - Ctra. Cl  - 626 --- Estación Ferrocarril, S/N";"24849";"VALDEPIÉLAGO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05769";"LA VALCUEVA";"42.8496651";"-5.4869085";"C/ la Riba, S/N";"24839";"MATALLANA DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05770";"MATALLANA";"42.8411490";"-5.5218718";"C/ Travesía de la Estación, S/N";"24830";"MATALLANA DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05771";"PARDAVÉ";"42.8063499";"-5.5081891";"C/ San Andres, S/N";"24820";"MATALLANA DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05772";"PEDRÚN";"42.7908982";"-5.5069482";"Ctra. Le-311 - Estación Ferrocarril, S/N";"24820";"GARRAFE DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05773";"MANZANEDA";"42.7542903";"-5.5165558";"C/ Vega de San Pedro, S/N";"24891";"TRUCHAS";"LEÓN";"ESPAÑA";"SI";"SI";""
"05774";"GARRAFE";"42.7345075";"-5.5241560";"C/ Estación Ferrocarril, 5";"24891";"GARRAFE DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05775";"PALAZUELO";"42.7071257";"-5.5337809";"Camino Apeadero, 11";"24891";"GARRAFE DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05776";"SAN FELIZ";"42.6823112";"-5.5379086";"La Ctra.  S/N san Feliz del Torio";"24890";"GARRAFE DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05777";"VILLAQUILAMBRE";"42.6468662";"-5.5540376";"C/ la Via, S/N";"24193";"VILLAQUILAMBRE";"LEÓN";"ESPAÑA";"SI";"SI";""
"05778";"FEVE-LEÓN";"42.6024918";"-5.5749341";"Avda. Padre Isla, 48";"24002";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05784";"HOSPITALES";"42.6126201";"-5.5698556";"Calle Maestro Jusquin, 17";"24008";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05785";"VILLASINTA";"42.6575819";"-5.5492813";"C/ la Via, S/N";"24193";"VILLAQUILAMBRE";"LEÓN";"ESPAÑA";"SI";"SI";""
"05786";"MATUECA";"42.7715398";"-5.5119483";"C/ Virgen Camino, S/N";"24820";"GARRAFE DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05787";"NAREDO";"42.8336507";"-5.5231779";"Ctra. Le-4620 - Estación Ferrocarril, S/N";"24839";"MATALLANA DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05788";"ROBLES";"42.8407366";"-5.5073155";"C/ Estación Ferrocarril S/N";"24839";"MATALLANA DE TORÍO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05789";"CAMPOHERMOSO";"42.8559355";"-5.4287449";"Ctra. Cl - 626 --- Estación Ferrocarril, S/N";"24849";"VECILLA (LA)";"LEÓN";"ESPAÑA";"SI";"SI";""
"05790";"SORRIBA";"42.7862770";"-5.1274758";"C/ Camino Numero Uno, 2";"24815";"VALVERDE DE LA VIRGEN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05793";"LA MATA DE LA RIBA";"42.8585407";"-5.3394898";"C/ la Union, S/N";"24852";"VEGAQUEMADA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05794";"LA RAYA";"42.6381109";"-5.5569812";"C/ Picon, S/N";"24193";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05795";"OTERO";"42.8595705";"-5.3899673";"C/ Estación Ferrocarril S/N";"24847";"VILLAOBISPO DE OTERO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05796";"VILLA ROMANA";"42.6292043";"-5.5613065";"Avda. de la Libertad, S/N";"24193";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05797";"VALDEPIÉLAGO";"42.8649635";"-5.4032191";"Ctra. Le-321 - Estación Ferrocarril, S/N";"24847";"VALDEPIÉLAGO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05798";"LA DEVESA";"42.8201272";"-5.3021918";"C/ Estación Ferrocarril, S/N";"24860";"TRUCHAS";"LEÓN";"ESPAÑA";"SI";"SI";""
"05799";"CEREZAL DE LA GUZPEÑA";"42.7797744";"-5.0055719";"Ctra. Cl -626 --- Estación Ferrocarril, S/N";"24893";"PRADO DE LA GUZPEÑA";"LEÓN";"ESPAÑA";"SI";"SI";""
"05801";"VENTAS/S.MAMÉS";"42.6098760";"-5.5711761";"Plaza Juan de Austria";"24008";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05803";"LA ASUNCIÓN UNIVERSIDAD";"42.6160983";"-5.5660988";"Calle Tambaron 3, León";"24003";"LEÓN";"LEÓN";"ESPAÑA";"SI";"SI";""
"05805";"BARRIO DE LAS OLLAS";"42.8646447";"-5.3344811";"C/ la Union, S/N";"24852";"BOÑAR";"LEÓN";"ESPAÑA";"SI";"SI";""
"05807";"VALDERILLA";"42.7187742";"-5.5300014";"Ctra. Le-4518 - Estación Ferrocarril, S/N";"24891";"SIERO";"LEÓN";"ESPAÑA";"SI";"SI";""
"05951";"CARTAGENA-PLAZA BASTARRECHE";"37.6036154";"-0.9773265";"Pla. Almirante Bastarreche  S/N";"30202";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05952";"HOSPITAL";"37.6052193";"-0.9607323";"Ctra. Ct -33 --- Acceso Hospital Universitario Santa Lucia";"30202";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05953";"MEDIA LEGUA";"37.6078831";"-0.9536521";"C/ Cuesta Estanco, S/N";"30392";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05955";"VISTA ALEGRE";"37.6093129";"-0.9437592";"C/ Monaco, 18";"30399";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05957";"ABREVADERO";"37.6097023";"-0.9318284";"Ctra.  N - 331 - Abrevadero, S/N";"30399";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05959";"ALUMBRES";"37.6099324";"-0.9148413";"C/ Estación Ferrocarril, 33";"30351";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05961";"LA ESPERANZA";"37.6137635";"-0.8914408";"Ctra. Esperanza A Portman, S/N";"30369";"MURCIA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05963";"LA UNIÓN VIEJA";"37.6154668";"-0.8816322";"C/ Camilo Jose Cela, S/N";"30360";"UNIÓN (LA)";"MURCIA";"ESPAÑA";"SI";"SI";""
"05965";"LA UNIÓN";"37.6155485";"-0.8751320";"C/ de la Gabriela, S/N";"30360";"UNIÓN (LA)";"MURCIA";"ESPAÑA";"SI";"SI";""
"05967";"SIERRA MINERA";"37.6198783";"-0.8648822";"Ctra. Rm-F43 Km 1 - Estación Ferrocarril, S/N";"30360";"UNIÓN (LA)";"MURCIA";"ESPAÑA";"SI";"SI";""
"05969";"LLANO DEL BEAL";"37.6260468";"-0.8362123";"C/ Zorrilla, 4";"30381";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05971";"EL ESTRECHO";"37.6276079";"-0.8295920";"Ctra.  Rn - F43 El Estrecho, S/N";"30381";"FUENTE ÁLAMO DE MURCIA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05973";"NIETOS VIEJOS";"37.6469125";"-0.7915137";"Avda. del Progreso, 64";"30383";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05975";"LOS NIETOS PESCADERÍA";"37.6493515";"-0.7878563";"C/ Santa Teresa, S/N";"30383";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"05977";"LOS NIETOS";"37.6518304";"-0.7970802";"C/ Datil del Mar, 20";"30383";"CARTAGENA";"MURCIA";"ESPAÑA";"SI";"SI";""
"06001";"LIBRILLA";"37.8865575";"-1.3471313";"Calle Camino de la Estación S/N, Librilla, Murcia";"30892";"LIBRILLA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06002";"ALHAMA DE MURCIA";"37.8494024";"-1.4145141";"C/ la Estación,  8";"30840";"ALHAMA DE MURCIA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06003";"TOTANA";"37.7635424";"-1.4956153";"Camino de la Estación S/N";"30850";"TOTANA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06004";"LA HOYA";"37.7037424";"-1.5958091";"Ctra. El Hinojar, S/N --- Estación Renfe";"30816";"LORCA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06005";"LORCA-SAN DIEGO";"37.6807168";"-1.6856452";"Canal de San Diego S/N";"30800";"LORCA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06006";"LORCA-SUTULLENA";"37.6721129";"-1.6962305";"C/ Alameda de Menchiron, S/N";"30800";"LORCA";"MURCIA";"ESPAÑA";"SI";"NO";""
"06008";"ALCANTARILLA-LOS ROMANOS";"37.9642993";"-1.2169837";"Calle Secretario Ruiz Palazon, S/N";"30820";"ALCANTARILLA";"MURCIA";"ESPAÑA";"SI";"NO";""
"07004";"ÁGUILAS";"37.4098650";"-1.5725342";"Paseo de la Estación, S/N";"30880";"ÁGUILAS";"MURCIA";"ESPAÑA";"SI";"NO";""
"08004";"SEGOVIA-GUIOMAR";"40.9105770";"-4.0945640";"Paseo Campos de Castilla, S/N";"40006";"SEGOVIA";"SEGOVIA";"ESPAÑA";"NO";"NO";"SEGOV"
"08223";"VIGO URZAIZ";"42.2341890";"-8.7137280";"Rúa Vía Norte S/N";"36201";"VIGO";"PONTEVEDRA";"ESPAÑA";"NO";"NO";"VIGO-"
"08224";"REDONDELA AV";"42.2860050";"-8.6194020";"Estrada de Pazos, 10";"36818";"REDONDELA";"PONTEVEDRA";"ESPAÑA";"NO";"NO";"REDON"
"08240";"MEDINA DEL CAMPO AV";"41.3174590";"-4.9100710";"Ctra. Vp-8904 de las Salinas, Km 1,500";"47400";"MEDINA DEL CAMPO";"VALLADOLID";"ESPAÑA";"NO";"NO";"MEDIN"
"08247";"SANABRIA AV";"42.0450532";"-6.5631319";"Carretera N-525 P.k. 78+100,  Polígono 34 Parcela 9006";"49320";"PUEBLA DE SANABRIA";"ZAMORA";"ESPAÑA";"NO";"NO";"PUEBL"
"08251";"A GUDIÑA-PORTA DE GALICIA";"42.0635401";"-7.1355604";"Rúa Viana, S/N";"32540";"GUDIÑA (A)";"OURENSE";"ESPAÑA";"NO";"NO";""
"10000";"MADRID-PRÍNCIPE PÍO";"40.4214895";"-3.7189689";"Paseo de la Florida, 2";"28008";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";"MADRI"
"10001";"ARAVACA";"40.4484551";"-3.7855547";"Avda. del Talgo, S/N - Rosas de Aravaca, S/N";"28023";"MADRID";"MADRID";"ESPAÑA";"SI";"NO";""
"10002";"POZUELO";"40.4474569";"-3.8002779";"Pza. de la Estación S/N";"28224";"POZUELO DE ALARCÓN";"MADRID";"ESPAÑA";"SI";"NO";""
"10005";"LAS ROZAS";"40.4942887";"-3.8681747";"Ctra. de la Coruña Km.";"28230";"ROZAS DE MADRID (LAS)";"MADRID";"ESPAÑA";"SI";"NO";""
"10100";"PINAR DE LAS ROZAS";"40.5222672";"-3.8822477";"Avenida Bomberos S/N, las Rozas de Madrid (Madrid)";"28230";"ROZAS DE MADRID (LAS)";"MADRID";"ESPAÑA";"SI";"NO";""
"10101";"LAS MATAS";"40.5523869";"-3.8967664";"Paseo del Ferrocarril, S/N";"28290";"ROZAS DE MADRID (LAS)";"MADRID";"ESPAÑA";"SI";"NO";""
"10103";"TORRELODONES";"40.5745540";"-3.9566013";"Pza. Salvador Sanchez Frascuelo S/N";"28250";"TORRELODONES";"MADRID";"ESPAÑA";"SI";"NO";""
"10104";"GALAPAGAR-LA NAVATA";"40.6003138";"-3.9822590";"Carretera de Galapagar A la Navata S/N, Galapagar (Madrid)";"28420";"GALAPAGAR";"MADRID";"ESPAÑA";"SI";"NO";""
"10200";"VILLALBA DE GUADARRAMA";"40.6264893";"-4.0080301";"Pza. de la Estación S/N";"28400";"COLLADO VILLALBA";"MADRID";"ESPAÑA";"SI";"NO";""
"10201";"SAN YAGO";"40.6178953";"-4.0310749";"Avda. Saltos del Sil S/N";"28292";"GALAPAGAR";"MADRID";"ESPAÑA";"SI";"NO";""
"10202";"LAS ZORRERAS-NAVALQUEJIGO";"40.6093116";"-4.0463626";"Camino de la Estación, S/N";"28292";"SAN LORENZO DE EL ESCORIAL";"MADRID";"ESPAÑA";"SI";"NO";""
"10203";"EL ESCORIAL";"40.5853675";"-4.1324053";"Calle Santa Rosa 85, El Escorial (Madrid)";"28280";"SAN LORENZO DE EL ESCORIAL";"MADRID";"ESPAÑA";"SI";"NO";""
"10204";"ZARZALEJO";"40.5389272";"-4.1580662";"C/ del Ferrocarril, S/N";"28293";"ZARZALEJO";"MADRID";"ESPAÑA";"SI";"NO";""
"10205";"ROBLEDO DE CHAVELA";"40.5208244";"-4.2467592";"Avda. Estación Ferrocarril, S/N";"28294";"ROBLEDO DE CHAVELA";"MADRID";"ESPAÑA";"SI";"NO";""
"10206";"SANTA MARÍA DE LA ALAMEDA-PEGUERINOS";"40.5690010";"-4.2691255";"C/ Doce de Octubre, S/N";"28296";"SANTA MARÍA DE LA ALAMEDA";"MADRID";"ESPAÑA";"SI";"NO";""
"10207";"LAS NAVAS DEL MARQUÉS";"40.5892050";"-4.3622590";"Avda. Estación Ferrocarril, S/N";"05230";"NAVAS DEL MARQUÉS (LAS)";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10208";"NAVALPERAL";"40.5911520";"-4.4083820";"Avda. Estación Ferrocarril, S/N";"05240";"NAVALPERAL DE PINARES";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10209";"EL PIMPOLLAR";"40.5675870";"-4.2835410";"C/ Estación Ferrocarril, S/N";"28296";"SANTA MARÍA DE LA ALAMEDA";"MADRID";"ESPAÑA";"NO";"NO";""
"10300";"HERRADÓN-LA CAÑADA";"40.5992750";"-4.4950390";"Avda. Estación Ferrocarril, S/N";"05294";"HERRADÓN DE PINARES";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10302";"GUIMORCONDO";"40.6490620";"-4.6149870";"Avda. Estación Ferrocarril, S/N";"05004";"ÁVILA";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10400";"ÁVILA";"40.6572550";"-4.6833120";"Paseo Estación Ferrocarril, S/N";"05001";"ÁVILA";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10409";"ARÉVALO";"41.0471230";"-4.7019880";"C/ Deposito, S/N";"05200";"ARÉVALO";"ÁVILA";"ESPAÑA";"NO";"NO";""
"10500";"MEDINA DEL CAMPO";"41.3176170";"-4.9099230";"Avda. Estación Ferrocarril, 27";"47400";"MEDINA DEL CAMPO";"VALLADOLID";"ESPAÑA";"NO";"NO";"MEDIN"
"10501";"POZALDEZ";"41.3679200";"-4.8360010";"C/ Estación Ferrocarril, S/N";"47220";"POZALDEZ";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10502";"MATAPOZUELOS";"41.4227940";"-4.8010250";"C/ Camino Estación Ferrocarril, S/N";"47230";"MATAPOZUELOS";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10503";"VALDESTILLAS";"41.4887290";"-4.7729370";"Avda. Valladolid, S/N";"47240";"VALDESTILLAS";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10504";"VIANA";"41.5240700";"-4.7544890";"C/ Estación Ferrocarril, S/N";"47150";"VIANA DE CEGA";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10600";"VALLADOLID-CAMPO GRANDE";"41.6421670";"-4.7269860";"C/ Recondo, S/N";"47007";"VALLADOLID";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10602";"CABEZÓN DEL PISUERGA";"41.7372760";"-4.6512940";"C/ Estación Ferrocarril, S/N";"47260";"CABEZÓN DE PISUERGA";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10603";"CORCOS-AGUILAREJO";"41.7664460";"-4.6234850";"Camino Estación Ferrocarril, S/N";"47281";"CORCOS";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10604";"CUBILLAS DE SANTA MARTA";"41.8088610";"-4.5797540";"C/ Camino del Apeadero, S/N";"47290";"CUBILLAS DE SANTA MARTA";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"10605";"DUEÑAS";"41.8704800";"-4.5412160";"C/ Estación Ferrocarril, 7";"34210";"DUEÑAS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"10610";"VALLADOLID UNIVERSIDAD";"41.6602570";"-4.7040370";"Ctra. Juan Carlos I, S/N";"47011";"VALLADOLID";"VALLADOLID";"ESPAÑA";"NO";"NO";""
"11000";"VENTA DE BAÑOS";"41.9173600";"-4.4958440";"C/ Linea Ferrocarril, 3 - 7";"34200";"VENTA DE BAÑOS";"PALENCIA";"ESPAÑA";"NO";"NO";""
"11004";"MAGAZ";"41.9765610";"-4.4321140";"Avda. Virgen de Villaverde, S/N";"34220";"MAGAZ DE PISUERGA";"PALENCIA";"ESPAÑA";"NO";"NO";""
"11006";"QUINTANA DEL PUENTE";"42.0799740";"-4.1985800";"C/ Aselmo Arenillas, S/N";"34250";"QUINTANA DEL PUENTE";"PALENCIA";"ESPAÑA";"NO";"NO";""
"11009";"VILLAQUIRÁN";"42.2157170";"-3.9993960";"Ctra. Estación Ferrocarril, S/N";"09118";"VILLAQUIRÁN DE LOS INFANTES";"BURGOS";"ESPAÑA";"NO";"NO";""
"11014";"BURGOS-ROSA MANZANO";"42.3711970";"-3.6663080";"Avda. Principe de Asturias, S/N";"09006";"BURGOS";"BURGOS";"ESPAÑA";"NO";"NO";""
"11109";"BRIVIESCA";"42.5427650";"-3.3192870";"C/ Vía Ferrea, S/N";"09240";"BRIVIESCA";"BURGOS";"ESPAÑA";"NO";"NO";""
"11111";"PANCORBO";"42.6304860";"-3.1123070";"C/ Estación Ferrocarril, 2";"09280";"PANCORBO";"BURGOS";"ESPAÑA";"NO";"NO";""
"11200";"MIRANDA DE EBRO";"42.6910240";"-2.9403660";"Pza. Estación Ferrocarril, S/N";"09200";"MIRANDA DE EBRO";"BURGOS";"ESPAÑA";"SI";"NO";""
"11203";"MANZANOS";"42.7428990";"-2.8675010";"C/ Rio Zadorra Kalea, S/N";"01220";"RIBERA BAJA/ERRIBERA BEITIA";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11204";"LA PUEBLA DE ARGANZÓN";"42.7652450";"-2.8303850";"C/ Estación Ferrocarril, S/N";"09294";"PUEBLA DE ARGANZÓN (LA)";"BURGOS";"ESPAÑA";"SI";"NO";""
"11205";"NANCLARES-LANGRAIZ";"42.8162160";"-2.8049420";"La Estación Kalez, S/N";"01230";"IRUÑA OKA/IRUÑA DE OCA";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11208";"VITORIA-GASTEIZ";"42.8415170";"-2.6726010";"Plazuela de la Estación, 1";"01005";"VITORIA-GASTEIZ";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11209";"ESTÍBALIZ-OREITIA";"42.8539650";"-2.5601630";"";"";"VITORIA-GASTEIZ";"ARABA/ÁLAVA";"ESPAÑA";"NO";"NO";""
"11210";"ALEGRÍA-DULANTZI";"42.8487230";"-2.5146680";"C/ Estación Ferrocarril, S/N";"01240";"ALEGRÍA-DULANTZI";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11212";"AGURAIN-SALVATIERRA DE ÁLAVA";"42.8464300";"-2.3892100";"C/ Trebiño Kalea, S/N";"01200";"SALVATIERRA/AGURAIN";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11213";"ARAIA";"42.8695990";"-2.3068070";"C/ Estación Ferrocarril, S/N";"01208";"ZALDUONDO";"ARABA/ÁLAVA";"ESPAÑA";"SI";"NO";""
"11300";"ALTSASU";"42.8948470";"-2.1812370";"C/ Estación Ferrocarril, S/N";"31800";"ALTSASU/ALSASUA";"NAVARRA";"ESPAÑA";"SI";"NO";""
"11303";"ZEGAMA-OTZAURTE (APT)";"42.9394120";"-2.2635810";"";"";"ZEGAMA";"GIPUZKOA";"ESPAÑA";"NO";"NO";""
"11305";"BRINKOLA";"43.0189865";"-2.3346811";"Brinkola Nucleo -  Legazpia, S/N";"20220";"LEGAZPI";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11306";"LEGAZPI";"43.0510385";"-2.3306103";"C/ Estación, S/N";"20320";"LEGAZPI";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11400";"ZUMARRAGA";"43.0870824";"-2.3202298";"Estación S/N";"20700";"ZUMARRAGA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11402";"ORMÁIZTEGUI";"43.0402752";"-2.2564620";"Sakabanatua, 23";"20216";"ORMAIZTEGI";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11404";"BEASAIN";"43.0462687";"-2.2022994";"Pla. Barrendain, S/N";"20200";"BEASAIN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11405";"ORDIZIA";"43.0527547";"-2.1791923";"Joseba Rezolaren Pasalekua";"20240";"ORDIZIA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11500";"TOLOSA";"43.1354472";"-2.0790886";"Geltoki Kalea - Bajo";"20400";"TOLOSA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11501";"TOLOSA-CENTRO";"43.1393963";"-2.0741122";"Pablo Gorosabel";"20400";"TOLOSA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11503";"BILLABONA-ZIZURKIL";"43.1891906";"-2.0553722";"C/ Aurrerra Pla., 5";"20150";"VILLABONA";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11504";"ANDOAIN-CENTRO";"43.2155738";"-2.0204595";"C/ Joaquín Larreta, S/N";"20140";"ANDOAIN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11505";"ANDOAIN";"43.2220458";"-2.0156757";"Barrio Estación, S/N";"20140";"ANDOAIN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11507";"HERNANI-ERDIA";"43.2664779";"-1.9726232";"Atzieta Kalea, S/N";"20120";"HERNANI";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11511";"SAN SEBASTIÁN-DONOSTIA";"43.3176961";"-1.9767172";"Paseo de Francia 22, Donosti (Guipuzcoa)";"20012";"DONOSTIA/SAN SEBASTIÁN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11512";"GROS";"43.3218457";"-1.9738835";"C/ Misericordia,7";"20001";"DONOSTIA/SAN SEBASTIÁN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
"11513";"ATEGORRIETA";"43.3203225";"-1.9598127";"Zubiaurre Pasealekua 27, Donostia-San Sebastian (Guipuzcoa)";"20013";"DONOSTIA/SAN SEBASTIÁN";"GIPUZKOA";"ESPAÑA";"SI";"NO";""
